Order,Time,layers
1,9.781708717346191,2
1,9.869925022125244,2
1,10.084227323532104,2
1,9.804479598999023,2
1,9.84235405921936,2
1,9.96340012550354,2
1,9.821228504180908,2
1,9.848621368408203,2
1,9.791507482528687,2
1,10.881948947906494,2
1,9.825222492218018,2
1,9.814703226089478,2
1,9.863880634307861,2
1,9.810455322265625,2
1,9.92395281791687,2
