58.6283, 19.7165, 58.2462, 124.884, 20.1818, 20.0305,
0.230542, 0.443792, 0.229333, 0.620666, 0.253042, 0.251167,
58.8434, 19.3434, 58.344, 123.07, 20.2294, 20.0644,
0.221584, 0.43425, 0.22, 0.603083, 0.240917, 0.247166,
58.6708, 18.6924, 57.9659, 118.848, 20.4296, 20.4757,
0.209417, 0.429375, 0.214, 0.596416, 0.231875, 0.232208,
61.582, 19.9813, 61.3483, 129.156, 21.2454, 21.2229,
0.221333, 0.4515, 0.227, 0.624041, 0.249375, 0.246541,
59.7017, 19.4337, 59.9266, 123.855, 21.5849, 21.9097,
0.224709, 0.447916, 0.227584, 0.630167, 0.245, 0.247542,
60.1001, 19.2635, 60.3318, 128.066, 20.9317, 20.8565,
0.226208, 0.452708, 0.227666, 0.623917, 0.251334, 0.253875,
60.4845, 20.313, 60.4002, 129.728, 21.2687, 21.4,
0.211625, 0.448041, 0.214375, 0.632834, 0.232333, 0.234833,
60.5936, 19.2189, 60.1228, 126.064, 21.6523, 21.4351,
0.224834, 0.459209, 0.233875, 0.625417, 0.253875, 0.252458,
61.5671, 19.3783, 62.0287, 128.095, 22.4123, 22.2932,
0.2045, 0.438834, 0.214083, 0.593583, 0.229459, 0.233542,
59.7083, 19.4793, 62.2611, 124.475, 20.1472, 20.0618,
0.227333, 0.434458, 0.226542, 0.61325, 0.254459, 0.245542,
58.5945, 18.771, 58.0797, 120.272, 20.3489, 20.56,
0.208833, 0.431875, 0.21975, 0.598666, 0.222291, 0.221167,
58.4588, 18.7619, 58.2478, 121.52, 20.4032, 20.4168,
0.211792, 0.428958, 0.209042, 0.601083, 0.226084, 0.237708,
59.3728, 18.7971, 59.94, 121.949, 20.3797, 20.2015,
0.200417, 0.426417, 0.203167, 0.589833, 0.216084, 0.215459,
59.3068, 18.6712, 58.9628, 123.391, 20.13, 20.0547,
0.209792, 0.432042, 0.206875, 0.596375, 0.226208, 0.229,
58.7177, 19, 58.2007, 122.85, 20.3742, 20.7628,
0.207333, 0.435542, 0.21225, 0.634875, 0.231958, 0.226,
59.5426, 18.9727, 60.3139, 126.094, 22.1765, 22.1174,
0.214875, 0.432709, 0.232458, 0.596834, 0.239709, 0.250042,
59.1778, 19.5149, 59.877, 123.474, 19.9744, 20.0955,
0.212959, 0.428666, 0.222208, 0.595375, 0.239583, 0.241709,
60.1835, 18.7686, 59.6217, 119.924, 20.1475, 19.9507,
0.2075, 0.4305, 0.209416, 0.611958, 0.225, 0.224958,
59.0585, 19.4481, 58.5466, 123.417, 20.006, 20.0858,
0.198666, 0.428584, 0.203042, 0.586333, 0.216167, 0.216625,
59.5232, 18.7605, 59.887, 118.523, 20.4462, 20.3751,
0.197209, 0.42625, 0.204541, 0.59025, 0.21725, 0.2235,
59.4128, 18.8012, 59.5321, 119.432, 20.2565, 20.2061,
0.20925, 0.431791, 0.209125, 0.598583, 0.238, 0.227542,
59.5376, 18.7104, 59.8613, 118.426, 20.3455, 20.366,
0.199167, 0.423, 0.201167, 0.590541, 0.215666, 0.218834,
59.4833, 19.666, 58.7474, 123.129, 19.9734, 20.2093,
0.196792, 0.423625, 0.204792, 0.587042, 0.218042, 0.218167,
59.5963, 18.7959, 60.0629, 118.099, 20.3548, 20.1604,
0.210042, 0.430292, 0.217666, 0.609167, 0.22575, 0.230583,
59.636, 19.3859, 59.5508, 124.832, 19.9592, 19.9486,
0.214083, 0.42775, 0.217792, 0.597792, 0.242833, 0.242667,
59.6626, 19.2789, 59.3738, 122.654, 20.0315, 19.9957,
0.199958, 0.430542, 0.208167, 0.588834, 0.218375, 0.217708,
59.2927, 18.7542, 59.018, 117.96, 20.4071, 20.3735,
0.212542, 0.444041, 0.2095, 0.595084, 0.219708, 0.217458,
58.8509, 18.6544, 57.9276, 118.366, 20.4445, 20.4662,
0.228167, 0.435834, 0.220667, 0.604084, 0.252583, 0.24725,
59.3915, 19.3997, 59.1603, 119.164, 20.441, 20.7995,
0.210459, 0.430542, 0.220875, 0.610208, 0.243583, 0.240625,
60.5188, 19.3506, 59.8058, 122.635, 20.4468, 19.9275,
0.200917, 0.427541, 0.2075, 0.600667, 0.2175, 0.218958,
59.1912, 18.7463, 59.6978, 118.09, 20.3356, 20.3295,
0.213, 0.4295, 0.21525, 0.607125, 0.231667, 0.230375,
58.5571, 18.8484, 61.3086, 121.739, 20.0877, 20.0515,
0.202542, 0.432833, 0.223875, 0.600625, 0.233375, 0.224667,
59.1961, 18.673, 58.8175, 121.343, 20.5832, 20.0655,
0.219791, 0.424541, 0.214875, 0.607625, 0.236416, 0.254334,
59.1044, 18.7983, 60.3107, 121.144, 20.4742, 20.5246,
0.2115, 0.432667, 0.220125, 0.596958, 0.234041, 0.236834,
59.9524, 19.3236, 59.7088, 118.677, 20.5897, 20.8652,
0.19925, 0.422625, 0.203333, 0.588, 0.216625, 0.221375,
59.4876, 19.6156, 59.3752, 124.887, 20.0712, 20.0271,
0.215959, 0.431917, 0.218917, 0.607917, 0.243791, 0.244,
59.6153, 19.6112, 59.635, 119.686, 20.2381, 20.2263,
0.222375, 0.431792, 0.223792, 0.604667, 0.237083, 0.241,
59.4162, 19.6848, 59.5841, 122.764, 20.1285, 20.0288,
0.201875, 0.429709, 0.205084, 0.594167, 0.21675, 0.23525,
60.1133, 19.344, 59.578, 123.369, 20.4634, 19.9533,
0.20275, 0.424709, 0.208583, 0.596292, 0.219667, 0.221875,
59.2166, 18.6687, 59.3065, 120.928, 20.5483, 20.6245,
0.212542, 0.431166, 0.218166, 0.606084, 0.227417, 0.226916,
59.4105, 18.8376, 58.0621, 117.852, 20.4447, 20.6996,
0.229083, 0.431458, 0.221458, 0.603917, 0.247334, 0.249833,
58.929, 18.6755, 59.0952, 119.921, 20.2918, 20.3145,
0.213834, 0.428833, 0.218292, 0.606959, 0.240916, 0.241125,
60.2927, 20.0414, 60.4572, 124.492, 21.2842, 20.2149,
0.215083, 0.436791, 0.226458, 0.627417, 0.235417, 0.234708,
59.747, 19.4774, 60.7281, 123.57, 20.3193, 20.2164,
0.197208, 0.426916, 0.203125, 0.592916, 0.217375, 0.228,
59.4231, 18.9679, 58.461, 121.765, 20.0828, 20.3463,
0.199167, 0.432333, 0.204875, 0.599708, 0.22375, 0.230458,
59.6522, 18.7891, 58.8865, 121.67, 20.1848, 20.1737,
0.218417, 0.434708, 0.218041, 0.603417, 0.238125, 0.240625,
