114.2,36.2911,112.025,348.716,48.2395,330.766,
49.8507,84.2791,49.3328,177.235,52.9646,169.019,
111.678,36.4603,110.322,358.834,48.1452,337.851,
50.8728,84.2596,49.7486,176.09,53.2085,170.832,
111.188,36.4608,110.244,380.849,50.1608,363.556,
50.542,84.3,48.9322,170.723,53.0233,167.567,
111.163,35.4963,112.928,389.522,49.5556,368.412,
50.3775,84.3443,50.3265,176.506,52.646,172.281,
112.833,35.4042,111.701,361.717,49.2935,344.783,
51.7492,84.3007,48.752,176.927,53.6656,173.289,
111.222,36.2218,110.013,380.363,50.6959,367.745,
50.479,84.1232,49.3602,176.16,53.766,172.497,
114.232,35.5965,110.836,380.3,49.6424,357.645,
50.918,84.0902,49.1987,174.874,53.3484,167.122,
111.691,35.677,111.594,376.661,48.2672,359.566,
52.0535,84.2862,50.8744,176.296,53.3144,170.341,
111.209,35.5506,110.175,375.832,49.0967,359.265,
50.3236,84.058,49.2433,176.322,53.8996,167.138,
112.266,35.6069,109.621,376.714,50.6778,363.492,
50.7843,84.196,49.6888,177.021,57.1666,169.578,
111.184,35.7266,109.939,378.603,48.4237,358.524,
52.3166,84.1785,51.2367,176.163,53.8754,171.256,
111.137,35.51,110.23,376.469,48.3498,366.408,
50.5252,84.2784,49.0645,174.881,56.093,169.322,
113.378,35.8993,111.965,382.287,49.0305,367.141,
50.3827,84.2702,49.1964,174.256,53.3454,169.74,
110.736,35.2318,110.623,373.985,50.395,354.934,
50.7478,84.1224,50.1696,175.251,55.6804,169.588,
111.257,35.6433,110.484,381.724,50.024,363.215,
50.6126,86.5772,52.0206,176.64,52.8892,175.534,
111.126,35.5495,110.241,386.581,49.6576,359.459,
50.3875,84.2392,49.3349,173.888,52.8388,169.742,
112.834,35.521,110.204,371.311,49.3406,355.265,
50.5496,84.4666,49.2082,174.75,53.0417,169.385,
113.168,37.15,110.984,388.879,48.925,362.321,
50.6932,84.4691,49.2964,179.296,53.2292,169.177,
110.937,35.5937,111.839,369.37,49.3373,345.199,
53.6833,86.1461,51.4518,178.471,53.4258,171.814,
118.057,37.3918,115.881,381.882,52.1552,352.87,
51.4757,85.414,49.9191,157.101,50.5107,151.778,
113.199,35.7819,112.494,364.607,48.1873,341.328,
50.9741,85.0358,49.804,173.641,53.0135,167.564,
111.727,36.0649,111.677,390.581,54.062,371.025,
50.7455,86.2603,49.9622,183.021,52.5728,171.86,
113.258,35.9466,115.662,390.238,50.0305,365.919,
54.3275,84.9937,49.7759,175.483,55.2427,171.723,
113.106,35.9953,110.461,372.924,49.8479,361.164,
51.9231,84.238,49.3984,178.345,52.9773,167.462,
111.686,36.5888,110.515,385.107,49.2355,364.934,
50.4299,84.1648,51.5575,175.873,53.1322,166.936,
113.085,36.0421,110.31,379.794,50.7653,364.613,
50.3882,84.1944,49.2917,176.311,54.1132,170.628,
110.99,36.0617,110.327,381.596,50.0861,360.172,
52.2084,84.1254,50.7442,176.914,54.6084,174.47,
111.267,35.5156,110.141,377.48,50.0947,360.852,
50.876,84.1569,49.8546,174.004,53.8483,173.455,
111.231,36.4235,110.086,379.098,50.4698,359.386,
50.8181,84.3116,51.5126,177.227,54.1059,168.761,
111.32,36.1922,110.75,375.167,50.1984,357.214,
51.0195,84.1716,49.8227,176.561,53.4791,171.354,
111.203,36.9745,110.405,376.416,49.5548,353.329,
50.4148,85.471,50.2779,178.831,53.4985,174.263,
111.488,35.8867,109.873,374.871,50.5153,364.792,
50.8944,84.3267,49.8153,175.99,54.1145,170.554,
112.183,36.3198,111.493,380.551,49.9725,359.431,
50.4794,84.2601,51.1204,175.354,52.8843,168.225,
110.839,35.8286,109.875,375.308,50.1931,370.489,
53.3109,84.1175,51.8565,174.975,53.722,171.28,
111.587,37.135,110.846,384.909,50.0421,361.439,
50.8778,85.5564,50.7888,178.155,53.3718,173.477,
111.417,35.8086,109.901,373.555,50.5583,361.405,
50.9345,84.2483,49.895,176.48,53.2285,169.044,
111.081,36.312,112.463,399.629,50.631,363.834,
50.5042,85.3246,50.5623,175.244,53.534,168.885,
111.226,36.9814,110.151,379.79,50.6465,361.285,
50.422,84.2155,49.209,175.291,53.5921,169.535,
111.667,35.836,109.714,382.74,52.3803,362.05,
50.8971,84.7561,51.114,176.289,54.2053,171.814,
111.282,36.3716,109.961,376.194,50.3121,357.971,
50.9285,84.4871,49.7942,175.537,53.8097,169.492,
111.042,35.6305,110.192,386.325,50.1942,356.469,
50.8672,84.6794,51.7996,176.457,53.463,174.805,
112.316,35.2797,111.976,369.114,50.1879,356.446,
50.6931,84.4374,49.621,176.392,53.5248,169.64,
